Name,Homeworld,Residence,Species,Gender,Episode I,Episode II,Episode III,Episode IV,Episode V,Episode VI,First Trilogy,Second Trilogy
Azmorigan,Nar Shaddaa,Nar Shaddaa residents,Jablogian,Male,0,0,0,0,0,0,0,0
Azoora,Aduba-3,Adubans,Wroonian,Female,0,0,0,0,0,0,0,0
Azzi,Unknown,Alderaanians,Unknown,Unknown,0,0,0,0,0,0,0,0
B'Crevnis,Pho Ph'eah,Outbound Flight residents,Pho Ph'eahian,Male,0,0,0,0,0,0,0,0
B'ante Hatcher,Agamar,Agamari,Unknown,Male,0,0,0,0,0,0,0,0
B'ree,Unknown,Korriban residents,Rodian,Male,0,0,0,0,0,0,0,0
B-4D4-GE3,Unknown,Telosians,Unknown,Masculine programming,0,0,0,0,0,0,0,0
B-4R5-GE3,Nar Shaddaa,Nar Shaddaa residents,Unknown,Masculine programming,0,0,0,0,0,0,0,0
B-5D8-GE3,Unknown,Nar Shaddaa residents,Unknown,Masculine programming,0,0,0,0,0,0,0,0
B-9D7,Nar Shaddaa,Nar Shaddaa residents,Unknown,Masculine programming,0,0,0,0,0,0,0,0
B-R72,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
B-supervisor,Unknown,Kuati,Unknown,Unknown,0,0,0,0,0,0,0,0
B5-SL,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
B6-24,Unknown,Batuu residents,Unknown,Feminine programming,0,0,0,0,0,0,0,0
Ba'kif,Unknown,Naporar residents,Chiss,Male,0,0,0,0,0,0,0,0
Bacca,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Baeshana,Cularin,Cularin residents,Tarasin,Female,0,0,0,0,0,0,0,0
Bahima,Unknown,Onderonians,Bith,Male,0,0,0,0,0,0,0,0
Bail Antilles,Alderaan,Alderaanians,Human,Male,1,0,0,0,0,0,1,0
Bail Prestor Organa's regent,Alderaan,Alderaanians,Human,Unknown,0,0,0,0,0,0,0,0
Bajjo,Pijal's moon,Pijali,Human,Female,0,0,0,0,0,0,0,0
Bakkar,Tatooine,Batuu residents,Human,Male,0,0,0,0,0,0,0,0
Bakkel,Onderon,Onderonians,Human,Female,0,0,0,0,0,0,0,0
Bakko,Shikaakwa,Shikaakwa residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Bakura Orbital Control operator,Bakura,Bakurans,Human,Male,0,0,0,0,0,0,0,0
Bakuran,Unknown,Bakurans,Unknown,Unknown,0,0,0,0,0,0,0,0
Bala Waleen,Aaloth,Aaloth residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Baladdok,Tatooine,Tatooinians,Weequay,Male,0,0,0,0,0,0,0,0
Balass ke Teldan,Adumar,Adumari,Human,Male,0,0,0,0,0,0,0,0
Balazausa,Unknown,Aargau residents,Unknown,Female,0,0,0,0,0,0,0,0
Baljos Arnjak,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Ballax,Dantooine,Dantooinians,Human,Male,0,0,0,0,0,0,0,0
Ballia Noaddo,Unknown,Corellians,Human,Female,0,0,0,0,0,0,0,0
Balto,Kalarba,Kalarba residents,Human,Male,0,0,0,0,0,0,0,0
Bamfurd,Unknown,Lamaredd residents,Ankura,Unknown,0,0,0,0,0,0,0,0
Bammy Decree,Unknown,Nar Shaddaa residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Bandor Mokk,Corellia,Corellians,Bothan,Male,0,0,0,0,0,0,0,0
Bannoc G'noc,Unknown,Corellians,Bith,Male,0,0,0,0,0,0,0,0
Bansu Ro,Lothal,Lothalites,Human,Male,0,0,0,0,0,0,0,0
Bant'ena Fhernan,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Banyon Craddok,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Baobab family,Unknown,Manda residents,Human,Unknown,0,0,0,0,0,0,0,0
Barak,Unknown,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Baranj,Unknown,Nal Hutta residents,Evocii,Male,0,0,0,0,0,0,0,0
Baratatta Spirit-Leader,Nal Hutta,Nal Hutta residents,Evocii,Male,0,0,0,0,0,0,0,0
Barbo,Unknown,Tatooinians,Gran,Male,0,0,0,0,0,0,0,0
Bardo Klinj,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Bareesh Fenn'ak Torill,Nar Shaddaa,Nar Shaddaa residents,Hutt,Male,0,0,0,0,0,0,0,0
Barid Mesoriaam,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Barion Raner,Ord Mantell,Mantellians,Human,Male,0,0,0,0,0,0,0,0
Barit Saiy,Coruscant,Corellians,Human,Male,0,0,0,0,0,0,0,0
Barit Saiy's father,Coruscant,Corellians,Human,Male,0,0,0,0,0,0,0,0
Barkin,Unknown,Lothalites,Unknown,Male,0,0,0,0,0,0,0,0
Barnab Chistor,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Barney,Belderone,Belderonians,Human,Male,0,0,0,0,0,0,0,0
Barnley,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Baro,Unknown,Garosians,Human,Male,0,0,0,0,0,0,0,0
Barr Faldrin,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Barrarrao,Unknown,Cularin residents,Wookiee,Male,0,0,0,0,0,0,0,0
Barst Roite,Thyferra,Thyferrans,Human,Male,0,0,0,0,0,0,0,0
Bartell Issk,Unknown,Demophonians,Unknown,Male,0,0,0,0,0,0,0,0
Barthis,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Barthos Okeefe,Unknown,Brentaalans,Unknown,Unknown,0,0,0,0,0,0,0,0
Bartyn family,Unknown,Lamaredd residents,Human,Unknown,0,0,0,0,0,0,0,0
Bascko,Unknown,Abregado-rae,Verpine,Male,0,0,0,0,0,0,0,0
Bascome,Thyferra,Thyferrans,Human,Male,0,0,0,0,0,0,0,0
Basso,Ralltiir,Ralltiiri,Human,Male,0,0,0,0,0,0,0,0
Bathari,Unknown,Batuu residents,Human,Female,0,0,0,0,0,0,0,0
Batral Orcel,Bespin,Bespinites,Human,Male,0,0,0,0,0,0,0,0
Batu Rem,Telos IV,Telosians,Human,Male,0,0,0,0,0,0,0,0
Bava,Unknown,Sekotans,Yuuzhan Vong,Male,0,0,0,0,0,0,0,0
Baylis Archan,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Be,Unknown,Nam Chorios residents,Human,Male,0,0,0,0,0,0,0,0
Bearus,Empress Teta,Tetans,Humanoid,Male,0,0,0,0,0,0,0,0
Beast Riders,Unknown,Onderonians,Unknown,Unknown,0,0,0,0,0,0,0,0
Beast Warrior Commando,Unknown,Onderonians,Unknown,Unknown,0,0,0,0,0,0,0,0
Becca Westone,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Beck Ollet,Lothal,Lothalites,Human,Male,0,0,0,0,0,0,0,0
Beebo (Rodian),Unknown,Cularin Belt residents,Rodian,Female,0,0,0,0,0,0,0,0
Beed Thane,Vergill,Hapans,Hapan,Male,0,0,0,0,0,0,0,0
Beel Acton,Brentaal IV,Brentaalans,Human,Male,0,0,0,0,0,0,0,0
Beem Dwaller,Unknown,Cularin residents,Sullustan,Male,0,0,0,0,0,0,0,0
Beeyon Nace,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Beezer Fortuna,Ryloth,Ryloth residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Beharen Droid Factory founder,Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Behebothan,Unknown,Behebothians,Unknown,Unknown,0,0,0,0,0,0,0,0
Beidlo (Tatooine),Tatooine,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Bek Nataal,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Bekhaj,Unknown,Nal Hutta residents,Evocii,Male,0,0,0,0,0,0,0,0
Bel Zana,Tython,Tythans,Human,Female,0,0,0,0,0,0,0,0
Belabeau Enan,Unknown,Cularin residents,Ithorian,Male,0,0,0,0,0,0,0,0
Belaya,Unknown,Dantooinians,Human,Female,0,0,0,0,0,0,0,0
Belden family,Unknown,Bakurans,Unknown,Unknown,0,0,0,0,0,0,0,0
Belderonian,Unknown,Belderonians,Unknown,Unknown,0,0,0,0,0,0,0,0
Beldorion,Nal Hutta,Nam Chorios residents,Hutt,Male,0,0,0,0,0,0,0,0
Belga Daeri,Unknown,Kashyyyk residents,Human,Female,0,0,0,0,0,0,0,0
Belina,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Belindi Kalenda,Coruscant,Coruscanti,Human,Female,0,0,0,0,0,0,0,0
Belkor Dray,Unknown,Ryloth residents,Human,Male,0,0,0,0,0,0,0,0
Bellek,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Bels Lank,Tatooine,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Ben Kahob,Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Ben Kahob's wife,Unknown,Corellians,Unknown,Unknown,0,0,0,0,0,0,0,0
Ben Moordriver,Tatooine,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Ben Neluenf,Tatooine,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Ben Skywalker,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Ben Solo,Chandrila,Chandrilans,Human,Male,0,0,0,0,0,0,0,0
Ben Surrep,Unknown,Tatooinians,Ithorian,Male,0,0,0,0,0,0,0,0
Benbul Leedee,Naboo,Naboo,Gungan,Male,0,0,0,0,0,0,0,0
Benedict Vidkun,Coruscant,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Benett,Unknown,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Benevolent Guide,Unknown,Keganites,Unknown,Unknown,0,0,0,0,0,0,0,0
Bengara,Unknown,Tatooinians,Twi'lek,Male,0,0,0,0,0,0,0,0
Benno,Taris,Tarisians,Unknown,Male,0,0,0,0,0,0,0,0
Benok,Unknown,Telosians,Human,Male,0,0,0,0,0,0,0,0
Benoni Ulte,Socorro,Socorrans,Human,Male,0,0,0,0,0,0,0,0
Bent Gavler,Unknown,Bespinites,Unknown,Unknown,0,0,0,0,0,0,0,0
Bent Spur,Tatooine,Tatooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Benthar,Draenell's Point,Draenell's Point residents,Human,Male,0,0,0,0,0,0,0,0
Bentu Pall Tarlen,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Benwick Chell,Hapes,Hapans,Hapan,Male,0,0,0,0,0,0,0,0
Benx,Unknown,Balmorrans,Human,Male,0,0,0,0,0,0,0,0
Berandis,Adumar,Adumari,Human,Male,0,0,0,0,0,0,0,0
Berd Lin,Harix,Harixians,Human,Male,0,0,0,0,0,0,0,0
Berisse Sai,Lothal,Lothalites,Human,Female,0,0,0,0,0,0,0,0
Berka,Unknown,Batuu residents,Nautolan,Unknown,0,0,0,0,0,0,0,0
Berl Matoone,Unknown,Behebothians,Unknown,Unknown,0,0,0,0,0,0,0,0
Bern,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Bernie Jabesq,Naboo,Naboo,Human,Male,1,0,0,0,0,0,1,0
Berri (Twi'lek),Unknown,Nar Shaddaa residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Beru Whitesun Lars,Tatooine,Tatooinians,Human,Female,0,1,1,1,0,0,1,1
Berun Modrul,Dantooine,Dantooinians,Human,Male,0,0,0,0,0,0,0,0
Beryann Raleg,Tiisheraan,Tiisheraan residents,Human,Male,0,0,0,0,1,0,0,1
Besaama,Cularin,Cularin residents,Tarasin,Female,0,0,0,0,0,0,0,0
Bespinite,Unknown,Bespinites,Unknown,Unknown,0,0,0,0,1,1,0,1
Bestinian,Unknown,Bestinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Bethanie Melan,Unknown,Nyriaan residents,Unknown,Female,0,0,0,0,0,0,0,0
Betrek Moy'nast,Unknown,Cularin residents,Bothan,Male,0,0,0,0,0,0,0,0
Bettle,Ralltiir,Ralltiiri,Human,Female,0,0,0,0,0,0,0,0
Bettle's sister,Ralltiir,Ralltiiri,Human,Female,0,0,0,0,0,0,0,0
Beuga Odell,Unknown,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Bey,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Bey's father,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Beyele,Unknown,Hapans,Unknown,Unknown,0,0,0,0,0,0,0,0
Bez,Genarius,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Bhindi Drayson,Unknown,Chandrilans,Human,Female,0,0,0,0,0,0,0,0
Bhurra,Unknown,Bespinites,Lutrillian,Male,0,0,0,0,0,0,0,0
Bialy,Naboo,Naboo,Human,Female,0,0,0,0,0,0,0,0
Bib Fortuna,Ryloth,Tatooinians,Twi'lek,Male,1,0,0,0,0,1,1,1
Bib Surool,Unknown,Tarisians,Twi'lek,Male,0,0,0,0,0,0,0,0
Biblack,Lianna,Lianns,Human,Male,0,0,0,0,0,0,0,0
Bicha,Melida,Melida/Daan residents,Human,Unknown,0,0,0,0,0,0,0,0
Biggs Darklighter,Tatooine,Tatooinians,Human,Male,0,0,0,1,0,0,0,1
Bik,Nar Shaddaa,Nar Shaddaa residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Biko,Unknown,Cularin residents,Rodian,Male,0,0,0,0,0,0,0,0
Bilbob,Unknown,Endorians,Unknown,Unknown,0,0,0,0,0,0,0,0
Bille Doshun,Unknown,Coruscanti,Human,Male,0,1,0,0,0,0,1,0
Bina,Utapau,Batuu residents,Amani,Female,0,0,0,0,0,0,0,0
Binna Jode,Tatooine,Tatooinians,Human,Female,0,0,0,0,0,0,0,0
Bip Boddipy,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Birrge,Chandrila,Chandrilans,Human,Male,0,0,0,0,0,0,0,0
Bisad Koong,Roon,Roon residents,Human,Male,0,0,0,0,0,0,0,0
Bishta,Unknown,Batuu residents,Human,Male,0,0,0,0,0,0,0,0
Bix Arden-Govia,Bakura,Bakurans,Human,Male,0,0,0,0,0,0,0,0
Black Cavern,Endor,Endorians,Unknown,Unknown,0,0,0,0,0,0,0,0
Black Krrsantan,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Blackart,Solay,Solay residents,Unknown,Male,0,0,0,0,0,0,0,0
Blackie (Genarius),Unknown,Genarius residents,Unknown,Male,0,0,0,0,0,0,0,0
Blaine Harris,Bakura,Bakurans,Bakuran,Male,0,0,0,0,0,0,0,0
Blair Temquill,Ralltiir,Ralltiiri,Human,Female,0,0,0,0,0,0,0,0
Blaise Zirkonn,Naboo,Naboo,Human,Female,0,0,0,0,0,0,0,0
Blarg,Unknown,Cularin Belt residents,Trandoshan,Female,0,0,0,0,0,0,0,0
Bleb-Blek,Tatooine,Tatooinians,Jawa,Male,0,0,0,0,0,0,0,0
Blenks,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Blerx,Tatooine,Tatooinians,Bith,Male,0,0,0,0,0,0,0,0
Blerx Tango,Tatooine,Tatooinians,Bith,Male,0,0,0,0,0,0,0,0
Bley-San,Tatooine,Tatooinians,Unknown,Female,0,0,0,0,0,0,0,0
Bleys Harand,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Bli'Mora,Unknown,Cularin Belt residents,Cerean,Male,0,0,0,0,0,0,0,0
Blix Lanister,Tatooine,Tatooinians,Unknown,Male,0,0,0,0,0,0,0,0
Blleen,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Blom Groffitch,Unknown,Batuu residents,Human,Unknown,0,0,0,0,0,0,0,0
BoShek,Corellia,Corellians,Human,Male,0,0,0,1,0,0,0,1
Boba Fett,Kamino,Kamino residents,Human,Male,0,1,1,1,1,1,1,1
Bobe Ojgrib,Unknown,Genarius residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Boble,Bakura,Bakurans,Human,Female,0,0,0,0,0,0,0,0
Bobog,Unknown,Endorians,Unknown,Male,0,0,0,0,0,0,0,0
Boffen Nibs,Drall (planet)|Drall,Drall,Drall,Male,0,0,0,0,0,0,0,0
Bohle,Unknown,Lanteebans,Human,Female,0,0,0,0,0,0,0,0
Bohmer,Unknown,Tatooinians,Rodian,Male,0,0,0,0,0,0,0,0
Bojo Boopa,Unknown,Tatooinians,Gossam,Male,0,0,0,0,0,0,0,0
Bola Yomm,Roon,Roon residents,Human,Female,0,0,0,0,0,0,0,0
Bolf,Corellia,Corellians,Human,Unknown,0,0,0,0,0,0,0,0
Bolook,Unknown,Dantooinians,Twi'lek,Male,0,0,0,0,0,0,0,0
Bolt (bartender),Cularin,Cularin residents,Unknown,Unknown,0,0,0,0,0,0,0,0
Bon Tapalo's father,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Bon Tapalo's opponent,Naboo,Naboo,Unknown,Male,0,0,0,0,0,0,0,0
Booldrum Caslo,Unknown,Nam Chorios residents,Human,Male,0,0,0,0,0,0,0,0
Booster Terrik,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Boraso,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Borbor Crisk,Corellia,Corellians,Corellian,Unknown,0,0,0,0,0,0,0,0
Bordon,Ruusan,Ruusanians,Human,Male,0,0,0,0,0,0,0,0
Bordon's wife,Ruusan,Ruusanians,Human,Female,0,0,0,0,0,0,0,0
Borgin Kaa,Onderon,Onderonians,Human,Male,0,0,0,0,0,0,0,0
Borik Sabha,Tatooine,Tatooinians,Duros,Male,0,0,0,0,0,0,0,0
Borna Lys,Unknown,Nar Shaddaa residents,Twi'lek,Female,0,0,0,0,0,0,0,0
Bornae,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Bornan Thul,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Borra Setas,Unknown,Tatooinians,Rodian,Female,0,0,0,0,0,0,0,0
Bors,Pamarthe,Pamarthens,Human,Male,0,0,0,0,0,0,0,0
Bors Kenlin,Thyferra,Thyferrans,Human,Male,0,0,0,0,0,0,0,0
Borth Pazz,Unknown,Lorrdians,Lorrdian,Male,0,0,0,0,0,0,0,0
Borus Ferthyn,Cularin,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Borvo,Nal Hutta,Naboo,Hutt,Male,0,0,0,0,0,0,0,0
Borvo's guard,Unknown,Naboo,Trandoshan,Male,0,0,0,0,0,0,0,0
Bosrik Mak-Ageejay,Unknown,Ralltiiri,Unknown,Unknown,0,0,0,0,0,0,0,0
Bossato,Unknown,Nar Shaddaa residents,Hutt,Female,0,0,0,0,0,0,0,0
Bostuco,Onderon,Onderonians,Human,Male,0,0,0,0,0,0,0,0
Bothel,Endor,Endorians,Bothel's species,Male,0,0,0,0,0,0,0,0
Boulad,Unknown,Coruscanti,Cragmoloid,Male,0,0,0,0,0,0,0,0
Boulo Siesi,Tatooine,Tatooinians,Bith,Female,0,0,0,0,0,0,0,0
Boultan,Corellia,Corellians,Human,Unknown,0,0,0,0,0,0,0,0
Bowrun Stradalla,Naboo,Naboo,Unknown,Male,0,0,0,0,0,0,0,0
Box O'Rox,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Bozzi,Unknown,Bespinites,Ugnaught,Female,0,0,0,0,0,0,0,0
Brace Tarkosa,Unknown,Outbound Flight residents,Human,Male,0,0,0,0,0,0,0,0
Bradel,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Braden,Unknown,Nal Hutta residents,Human,Male,0,0,0,0,0,0,0,0
Braganti Hooge,Unknown,Corellians,Human,Male,0,0,0,0,0,0,0,0
Brak,Unknown,Hapans,Hapan,Male,0,0,0,0,0,0,0,0
Brali Ixxis,Unknown,Corellians,Chadra-Fan,Female,0,0,0,0,0,0,0,0
Bran Isken,Corellia,Almas residents,Human,Male,0,0,0,0,0,0,0,0
Bran Kemple,Unknown,Belsavians,Unknown,Male,0,0,0,0,0,0,0,0
Brandeh,Lanteeb,Lanteebans,Human,Female,0,0,0,0,0,0,0,0
Brandei,Mantooine,Mantooinians,Human,Male,0,0,0,0,1,0,0,1
Brandy MacMillian,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Brann Lo-Farr,Unknown,Bespinites,Unknown,Unknown,0,0,0,0,0,0,0,0
Brant Sonn,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Brantlee Spondoon,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Brass Marshoo,Naboo,Naboo,Gungan,Male,0,0,0,0,0,0,0,0
Brat,Coruscant,Coruscanti,Unknown,Male,0,0,0,0,0,0,0,0
Breakman,Unknown,Mantellians,Unknown,Male,0,0,0,0,0,0,0,0
Bree,Unknown,Bespinites,Human,Female,0,0,0,0,0,0,0,0
Breedo,Unknown,Tatooinians,Rodian,Unknown,1,0,0,0,0,0,1,0
Breha Organa's father,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Breha Organa's mother,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
Brejik,Taris,Tarisians,Human,Male,0,0,0,0,0,0,0,0
Bren Derlin,Tiisheraan,Tiisheraan residents,Human,Male,0,0,0,0,1,0,0,1
Bren Kingal,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Brenn Tantor,Garos IV,Garosians,Human,Male,0,0,0,0,0,0,0,0
Brentaalan,Unknown,Brentaalans,Unknown,Unknown,0,0,0,0,0,0,0,0
Brentin Lore Wexley,Akiva,Akivans,Human,Male,0,0,0,0,0,0,0,0
Breth Gart,Agamar,Agamari,Unknown,Male,0,0,0,0,0,0,0,0
Bria Tharen,Corellia,Corellians,Human,Female,0,0,0,0,0,0,0,0
Brian,Unknown,Cularin residents,Unknown,Male,0,0,0,0,0,0,0,0
Bric,Mileva,Kamino residents,Siniteen,Male,0,0,0,0,0,0,0,0
Brimon Yarar,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Brin'shak,Ryloth,Ryloth residents,Twi'lek,Male,0,0,0,0,0,0,0,0
Brinaloy N'Vaari,Abregado-rae,Abregado-rae,Devaronian,Female,0,0,0,0,0,0,0,0
Brindy Truchong,Corellia,Corellians,Human,Female,0,0,0,1,0,0,0,1
Brinn,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Brinnie,Lanteeb,Lanteebans,Human,Male,0,0,0,0,0,0,0,0
Brionelle,Chandrila,Chandrilans,Unknown,Unknown,0,0,0,0,0,0,0,0
Broma Lak,Naboo,Naboo,Human,Male,0,0,0,0,0,0,0,0
Bron Dooku,Serenno,Serennian,Human,Male,0,0,0,0,0,0,0,0
Broof Yurdel,Naboo,Cularin residents,Gungan,Male,0,0,0,0,0,0,0,0
Brooser,Celanon,Celanon residents,Human,Male,0,0,0,0,0,0,0,0
Bror Jace,Thyferra,Thyferrans,Human,Male,0,0,0,0,0,0,0,0
Brosh,Unknown,Nirauan residents,Chiss,Unknown,0,0,0,0,0,0,0,0
Brrik,Tatooine,Tatooinians,Jawa,Male,0,0,0,0,0,0,0,0
Bruck Chun,Telos IV,Telosians,Human,Male,0,0,0,0,0,0,0,0
Bruckman,Corellia,Corellians,Human,Male,0,0,0,0,0,1,0,1
Brun Brux,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Bruner,Coruscant,Coruscanti,Unknown,Unknown,0,0,0,0,0,0,0,0
Brusela,Unknown,Corellians,Human,Female,0,0,0,0,0,0,0,0
Bryce Agoris,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Brylin,Herdessa,Herdessans,Human,Male,0,0,0,0,0,0,0,0
Bryyn Woolery,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Buan ke Shia,Adumar,Adumari,Human,Male,0,0,0,0,0,0,0,0
Bubo Wamba,Tatooine,Batuu residents,Aqualish,Male,0,0,0,0,0,0,0,0
Builder With Vines,Nirauan,Nirauan residents,Qom Jha and Qom Qae,Male,0,0,0,0,0,0,0,0
Bular,Ahakista,Ahakistans,Human,Male,0,0,0,0,0,0,0,0
Bur,Almania,Almanians,Human,Male,0,0,0,0,0,0,0,0
Burdo Loquoy,Tatooine,Tatooinians,Human,Male,0,0,0,0,0,0,0,0
Burloo,Unknown,Lamaredd residents,Chagrian,Male,0,0,0,0,0,0,0,0
Buroy,Corellia,Corellians,Unknown,Male,0,0,0,0,0,0,0,0
Burr Naxis,Corellia,Corellians,Human,Male,0,0,0,0,0,0,0,0
Burryaga Agaburry,Kashyyyk,Kashyyyk residents,Wookiee,Male,0,0,0,0,0,0,0,0
Bylsma (Alderaanian),Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Byno Doubton,Eriadu,Eriaduans,Unknown,Male,0,0,0,0,0,0,0,0
Byrch Dyshkava,Unknown,Lamaredd residents,Human,Male,0,0,0,0,0,0,0,0
Byron Devo III,Ruusan,Ruusanians,Human,Male,0,0,0,0,0,0,0,0
Byxle Pedette,Unknown,Tatooinians,Mon Calamari,Male,0,0,0,0,0,0,0,0
C-3PO,Tatooine,Tatooinians,Unknown,Masculine programming,1,1,1,1,1,1,1,1
C1-4B,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
C2-B9,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
C2-R4,Unknown,Tatooinians,Unknown,Masculine programming,0,0,0,0,0,0,0,0
C6-E3-GE3,Nar Shaddaa,Nar Shaddaa residents,Unknown,Masculine programming,0,0,0,0,0,0,0,0
C7-E3-GE3,Nar Shaddaa,Nar Shaddaa residents,Unknown,Masculine programming,0,0,0,0,0,0,0,0
C8-42-GE3,Dantooine,Dantooinians,Unknown,Masculine programming,0,0,0,0,0,0,0,0
C9-78,Unknown,Batuu residents,Unknown,Unknown,0,0,0,0,0,0,0,0
C9-T9-GE3,Nar Shaddaa,Nar Shaddaa residents,Unknown,Masculine programming,0,0,0,0,0,0,0,0
Caal Jordan,Unknown,Manaan residents,Human,Male,0,0,0,0,0,0,0,0
Cael's fiancée,Unknown,Alderaanians,Alderaanian,Female,0,0,0,0,0,0,0,0
Cael Hanarist,Unknown,Alderaanians,Unknown,Male,0,0,0,0,0,0,0,0
Caeleb,Dalicron-4,Dalicron-4 residents,Human,Male,0,0,0,0,0,0,0,0
Caeleb's father,Unknown,Dalicron-4 residents,Human,Male,0,0,0,0,0,0,0,0
Caeleb's mother,Unknown,Dalicron-4 residents,Human,Female,0,0,0,0,0,0,0,0
Caelum Thaney,Unknown,Tatooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Cai,Unknown,Mistryl,Human,Female,0,0,0,0,0,0,0,0
Cal Majjer,Cularin,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Cal Omas,Alderaan,Alderaanians,Human,Male,0,0,0,0,0,0,0,0
Cala Wenn,Unknown,Tatooinians,Unknown,Unknown,0,0,0,0,0,0,0,0
Calder Brya,Unknown,Coruscanti,Human,Male,0,0,0,0,0,0,0,0
Calder Nettic,Dantooine,Dantooinians,Human,Male,0,0,0,0,0,0,0,0
Calder Nettic's wife,Dantooine,Dantooinians,Unknown,Female,0,0,0,0,0,0,0,0
Caleb Clancy,Unknown,Cularin residents,Human,Male,0,0,0,0,0,0,0,0
Caled Galfridian,Artorias,Artorias residents,Human,Male,0,0,0,0,0,0,0,0
Caled Galfridian's first wife,Artorias,Artorias residents,Human,Female,0,0,0,0,0,0,0,0
Caline Metara,Alderaan,Alderaanians,Human,Female,0,0,0,0,0,0,0,0
